Country Name,Continent,OECD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Chad,Africa,F,7.099999905,6.900000095,7,6.900000095,6.699999809,7,7.099999905,7.099999905,7.099999905,7,6.900000095,7.099999905,7,7.099999905,7
Togo,Africa,F,7.199999809,7.199999809,7.199999809,7.099999905,7.099999905,7.099999905,7.099999905,7.099999905,7.099999905,7,7,7,7,6.900000095,6.900000095
Thailand,Asia,F,2.400000095,2.599999905,1.799999952,1.5,1.5,1.299999952,1.200000048,1.200000048,1.200000048,1.5,1,0.699999988,0.699999988,0.699999988,0.899999976
Tajikistan,Asia,F,11.89999962,12,12.39999962,12.19999981,12.10000038,11.80000019,11.80000019,11.69999981,11.30000019,11.5,11.60000038,11.39999962,11.10000038,11.19999981,10.89999962
Turkmenistan,Asia,F,11.19999981,11.30000019,11.10000038,11.19999981,11.10000038,11.10000038,11,11,11.10000038,10.80000019,10.89999962,11,10.80000019,10.69999981,10.5
Timor-Leste,Asia,F,6.5,9.899999619,9.199999809,8.5,7.900000095,7.199999809,6.5,6.699999809,5.900000095,5.199999809,3.900000095,3.700000048,4.099999905,4.300000191,4.699999809
Trinidad and Tobago,South America,F,12.10000038,10.80000019,10.39999962,10.5,8.300000191,8,6.300000191,5.5,4.599999905,5.300000191,5.900000095,4.699999809,5,3.599999905,4
Tunisia,Africa,F,15.69999981,15.10000038,15.30000019,14.5,13.89999962,14.19999981,12.5,12.39999962,12.39999962,13.30000019,13,18.29999924,14,13.30000019,13.30000019
Turkey,Europe,T,6.5,8.399999619,10.39999962,10.5,10.80000019,10.60000038,10.19999981,10.30000019,11,14,11.89999962,9.800000191,9.199999809,8.699999809,9.199999809
Tanzania,Africa,F,5.099999905,5.099999905,3.599999905,3.5,3,2.5,4.300000191,2,2.5,2.5,3,3.5,3.200000048,2.900000095,3.099999905
Uganda,Africa,F,2.799999952,2.400000095,3.5,3.200000048,2.5,2,3.599999905,3,3.599999905,4.199999809,4.199999809,4.199999809,4.199999809,4.199999809,3.799999952
Ukraine,Europe,F,11.60000038,10.89999962,9.600000381,9.100000381,8.600000381,7.199999809,6.800000191,6.400000095,6.400000095,8.800000191,8.100000381,7.900000095,7.5,7.199999809,7.699999809
Uruguay,South America,F,10.69999981,9.699999809,8.600000381,7.599999905,7.599999905,8.5,10.60000038,9.199999809,7.599999905,7.300000191,7.199999809,6.300000191,6.5,6.599999905,7
United States,North America,T,4.099999905,4.800000191,5.900000095,6.099999905,5.599999905,5.199999809,4.699999809,4.699999809,5.900000095,9.399999619,9.699999809,9,8.199999809,7.400000095,6.199999809
Uzbekistan,Asia,F,10.89999962,10.89999962,10.80000019,10.89999962,11,10.89999962,11,11,11,11,10.89999962,10.89999962,10.80000019,10.80000019,10.60000038
"Venezuela, RB",South America,F,13.19999981,12.80000019,16.20000076,16.79999924,15,11.39999962,9.300000191,7.5,6.900000095,7.800000191,8.600000381,8.300000191,8.100000381,7.5,8.600000381
Vietnam,Asia,F,2.299999952,2.799999952,2.099999905,2.299999952,2.099999905,2.099999905,2.299999952,2.299999952,2.400000095,2.599999905,2.599999905,2,1.799999952,2.200000048,2.299999952
West Bank and Gaza,Asia,F,14.10000038,24.89999962,30.70000076,29.60000038,26.79999924,26,23.60000038,21.60000038,26,24.5,23.70000076,21,23,23.39999962,26.20000076
"Yemen, Rep.",Asia,F,16.10000038,14,14,14.30000019,14.19999981,16.10000038,15.69999981,15.30000019,15,14.60000038,17.79999924,17.60000038,17.70000076,17.70000076,17.39999962
South Africa,Africa,F,26.70000076,25.39999962,27.20000076,27.10000038,24.70000076,23.79999924,22.60000038,22.29999924,22.70000076,23.70000076,24.70000076,24.70000076,25,24.60000038,25.10000038
"Congo, Dem. Rep.",Africa,F,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8.199999809,8
Zambia,Africa,F,12.89999962,14.5,14.69999981,15.19999981,15.30000019,15.89999962,15.60000038,15.19999981,15.60000038,14.80000019,13.19999981,13.19999981,13.10000038,13.10000038,13.30000019
Zimbabwe,Africa,F,6.300000191,5.099999905,4.800000191,4.5,4.199999809,4.599999905,5.099999905,5.099999905,5.699999809,6.400000095,5.5,5.400000095,5.300000191,5.300000191,5.400000095
